Date,Open,High,Low,Close,Volume
8-Dec-16,5375.00,5425.00,5350.00,5425.00,12393200
7-Dec-16,5350.00,5425.00,5325.00,5350.00,9967800
6-Dec-16,5400.00,5400.00,5325.00,5375.00,15421400
5-Dec-16,5275.00,5375.00,5275.00,5325.00,13521100
2-Dec-16,5300.00,5350.00,5250.00,5300.00,10152600
1-Dec-16,5200.00,5300.00,5200.00,5275.00,20271700
30-Nov-16,5150.00,5275.00,5125.00,5175.00,26160100
29-Nov-16,5075.00,5200.00,5075.00,5100.00,10763000
28-Nov-16,5025.00,5100.00,5025.00,5075.00,7859700
25-Nov-16,5000.00,5150.00,5000.00,5025.00,10259900
24-Nov-16,5100.00,5175.00,5000.00,5000.00,28693800
23-Nov-16,5200.00,5225.00,5100.00,5125.00,33734500
22-Nov-16,5200.00,5250.00,5150.00,5250.00,14508800
21-Nov-16,5300.00,5300.00,5200.00,5200.00,23031200
18-Nov-16,5300.00,5300.00,5200.00,5225.00,13810200
17-Nov-16,5225.00,5325.00,5200.00,5225.00,23881500
16-Nov-16,5075.00,5325.00,5075.00,5225.00,42752600
15-Nov-16,5125.00,5250.00,5000.00,5000.00,47330700
14-Nov-16,5050.00,5250.00,4810.00,5125.00,38602900
11-Nov-16,5450.00,5450.00,5025.00,5150.00,73671600
10-Nov-16,5625.00,5650.00,5550.00,5575.00,19672200
9-Nov-16,5700.00,5700.00,5400.00,5575.00,40124400
8-Nov-16,5625.00,5725.00,5575.00,5725.00,25386000
7-Nov-16,5550.00,5650.00,5500.00,5575.00,21125700
4-Nov-16,5400.00,5625.00,5400.00,5600.00,20033000
3-Nov-16,5475.00,5525.00,5450.00,5475.00,14272800
2-Nov-16,5525.00,5525.00,5425.00,5525.00,10426000
1-Nov-16,5600.00,5600.00,5500.00,5525.00,8436300
31-Oct-16,5550.00,5600.00,5525.00,5575.00,13679800
28-Oct-16,5525.00,5550.00,5500.00,5525.00,12597600
27-Oct-16,5475.00,5525.00,5400.00,5525.00,18363400
26-Oct-16,5475.00,5500.00,5425.00,5450.00,19854400
25-Oct-16,5450.00,5500.00,5400.00,5475.00,13459600
24-Oct-16,5425.00,5500.00,5425.00,5450.00,6452000
21-Oct-16,5425.00,5475.00,5425.00,5425.00,8486200
20-Oct-16,5450.00,5500.00,5425.00,5450.00,14011900
19-Oct-16,5425.00,5450.00,5375.00,5400.00,19366200
18-Oct-16,5475.00,5525.00,5375.00,5400.00,32238200
17-Oct-16,5450.00,5550.00,5425.00,5500.00,24388700
14-Oct-16,5425.00,5500.00,5350.00,5475.00,35603000
13-Oct-16,5200.00,5425.00,5150.00,5375.00,75763600
12-Oct-16,5175.00,5200.00,5150.00,5175.00,20311900
11-Oct-16,5300.00,5350.00,5150.00,5200.00,25475300
10-Oct-16,5325.00,5350.00,5275.00,5300.00,10648500
7-Oct-16,5400.00,5400.00,5250.00,5300.00,26482100
6-Oct-16,5525.00,5550.00,5350.00,5400.00,28814100
5-Oct-16,5550.00,5575.00,5450.00,5525.00,23204700
4-Oct-16,5575.00,5625.00,5500.00,5575.00,18860600
3-Oct-16,5600.00,5625.00,5550.00,5625.00,11813300
30-Sep-16,5600.00,5625.00,5500.00,5550.00,23008500
29-Sep-16,5675.00,5675.00,5575.00,5600.00,11245100
28-Sep-16,5600.00,5650.00,5550.00,5625.00,23485600
27-Sep-16,5475.00,5625.00,5425.00,5600.00,37857700
26-Sep-16,5575.00,5575.00,5500.00,5525.00,11389700
23-Sep-16,5500.00,5575.00,5450.00,5525.00,28010500
22-Sep-16,5550.00,5600.00,5450.00,5575.00,28392800
21-Sep-16,5400.00,5500.00,5375.00,5475.00,21619200
20-Sep-16,5325.00,5450.00,5325.00,5450.00,33487100
19-Sep-16,5525.00,5525.00,5300.00,5300.00,43002400
16-Sep-16,5575.00,5625.00,5425.00,5475.00,57565000
15-Sep-16,5450.00,5550.00,5350.00,5525.00,71316000
14-Sep-16,5625.00,5625.00,5350.00,5500.00,44214400
13-Sep-16,5600.00,5750.00,5525.00,5625.00,29582200
9-Sep-16,5750.00,5750.00,5575.00,5675.00,37651100
8-Sep-16,5800.00,5850.00,5725.00,5800.00,12680500
7-Sep-16,5825.00,5875.00,5800.00,5825.00,17727800
6-Sep-16,5750.00,5850.00,5750.00,5850.00,16907500
5-Sep-16,5825.00,5875.00,5825.00,5825.00,12045000
2-Sep-16,5850.00,5875.00,5775.00,5825.00,19297600
1-Sep-16,5875.00,5875.00,5800.00,5850.00,10062200
31-Aug-16,5775.00,5875.00,5750.00,5875.00,16497600
30-Aug-16,5750.00,5825.00,5750.00,5825.00,22153600
29-Aug-16,5825.00,5825.00,5725.00,5800.00,17097500
26-Aug-16,5850.00,5850.00,5775.00,5825.00,9519400
25-Aug-16,5825.00,5850.00,5750.00,5850.00,18192100
24-Aug-16,5775.00,5850.00,5750.00,5825.00,8709200
23-Aug-16,5675.00,5825.00,5625.00,5800.00,25041000
22-Aug-16,5750.00,5800.00,5650.00,5775.00,24546500
19-Aug-16,5875.00,5975.00,5825.00,5850.00,20928900
18-Aug-16,5825.00,5950.00,5800.00,5875.00,50585500
16-Aug-16,5650.00,5800.00,5650.00,5800.00,29495300
15-Aug-16,5625.00,5675.00,5475.00,5650.00,32761100
12-Aug-16,5650.00,5700.00,5600.00,5625.00,32387500
11-Aug-16,5750.00,5775.00,5625.00,5625.00,21523600
10-Aug-16,5825.00,5975.00,5675.00,5700.00,26517900
9-Aug-16,5850.00,5900.00,5750.00,5800.00,32526800
8-Aug-16,5725.00,5875.00,5725.00,5850.00,61713000
5-Aug-16,5500.00,5725.00,5500.00,5650.00,85688400
4-Aug-16,5475.00,5500.00,5425.00,5450.00,17211200
3-Aug-16,5450.00,5500.00,5400.00,5425.00,17140600
2-Aug-16,5525.00,5550.00,5475.00,5475.00,22924000
1-Aug-16,5400.00,5575.00,5400.00,5525.00,48958000
29-Jul-16,5425.00,5450.00,5275.00,5350.00,29659300
28-Jul-16,5425.00,5450.00,5300.00,5400.00,25047000
27-Jul-16,5300.00,5450.00,5275.00,5375.00,71190000
26-Jul-16,5175.00,5325.00,5150.00,5225.00,46669100
25-Jul-16,5350.00,5375.00,5125.00,5175.00,49902900
22-Jul-16,5500.00,5500.00,5300.00,5300.00,41480200
21-Jul-16,5675.00,5675.00,5525.00,5575.00,16927100
20-Jul-16,5600.00,5700.00,5575.00,5650.00,23690400
19-Jul-16,5500.00,5675.00,5450.00,5600.00,33771000
18-Jul-16,5400.00,5475.00,5350.00,5475.00,11566800
15-Jul-16,5375.00,5450.00,5350.00,5450.00,24534400
14-Jul-16,5450.00,5450.00,5300.00,5300.00,19319500
13-Jul-16,5475.00,5475.00,5350.00,5400.00,16179700
12-Jul-16,5325.00,5450.00,5300.00,5425.00,44642200
11-Jul-16,5250.00,5350.00,5250.00,5300.00,41016300
1-Jul-16,5225.00,5225.00,5100.00,5150.00,9469400
30-Jun-16,5250.00,5275.00,5125.00,5200.00,44907800
29-Jun-16,4980.00,5200.00,4980.00,5200.00,96649700
28-Jun-16,4840.00,4950.00,4840.00,4950.00,44684800
27-Jun-16,4840.00,4870.00,4790.00,4840.00,17152800
24-Jun-16,4890.00,4900.00,4690.00,4890.00,21174200
23-Jun-16,4920.00,4920.00,4860.00,4890.00,13121000
22-Jun-16,4850.00,4920.00,4830.00,4920.00,27495400
21-Jun-16,4730.00,4850.00,4730.00,4850.00,30031700
20-Jun-16,4680.00,4750.00,4660.00,4720.00,13548200
17-Jun-16,4700.00,4720.00,4600.00,4660.00,16783500
16-Jun-16,4740.00,4760.00,4650.00,4670.00,12682600
15-Jun-16,4670.00,4730.00,4660.00,4730.00,15865200
14-Jun-16,4690.00,4720.00,4650.00,4660.00,16079300
13-Jun-16,4760.00,4760.00,4670.00,4690.00,11028800
10-Jun-16,4760.00,4820.00,4750.00,4760.00,10953900
9-Jun-16,4820.00,4830.00,4770.00,4770.00,17111700
8-Jun-16,4820.00,4840.00,4790.00,4820.00,22700500
7-Jun-16,4780.00,4850.00,4770.00,4820.00,38506600
6-Jun-16,4730.00,4770.00,4720.00,4770.00,20106600
3-Jun-16,4710.00,4730.00,4670.00,4700.00,15443800
2-Jun-16,4730.00,4750.00,4650.00,4690.00,22585400
1-Jun-16,4720.00,4790.00,4720.00,4770.00,19619700
31-May-16,4750.00,4800.00,4670.00,4800.00,53911000
30-May-16,4680.00,4760.00,4650.00,4720.00,35140800
27-May-16,4550.00,4680.00,4530.00,4630.00,36116000
26-May-16,4540.00,4570.00,4480.00,4550.00,29009000
25-May-16,4480.00,4520.00,4470.00,4510.00,26476300
24-May-16,4430.00,4460.00,4410.00,4440.00,30446200
23-May-16,4380.00,4440.00,4360.00,4430.00,22626000
20-May-16,4330.00,4400.00,4310.00,4380.00,19167000
19-May-16,4400.00,4420.00,4290.00,4360.00,33421400
18-May-16,4310.00,4420.00,4270.00,4400.00,41504200
17-May-16,4450.00,4470.00,4280.00,4310.00,28552700
16-May-16,4500.00,4500.00,4400.00,4410.00,17224500
13-May-16,4620.00,4620.00,4440.00,4480.00,23967700
12-May-16,4650.00,4700.00,4560.00,4590.00,20098700
11-May-16,4600.00,4680.00,4560.00,4680.00,43832800
10-May-16,4500.00,4570.00,4450.00,4560.00,33087100
9-May-16,4650.00,4650.00,4470.00,4490.00,39950400
4-May-16,4630.00,4650.00,4520.00,4620.00,42589800
3-May-16,4500.00,4670.00,4500.00,4630.00,71798100
2-May-16,4580.00,4580.00,4470.00,4490.00,33067600
29-Apr-16,4625.00,4630.00,4570.00,4585.00,24098800
28-Apr-16,4675.00,4680.00,4610.00,4620.00,40001400
27-Apr-16,4650.00,4695.00,4610.00,4610.00,51269100
26-Apr-16,4785.00,4785.00,4605.00,4650.00,88220100
25-Apr-16,4895.00,4915.00,4770.00,4795.00,58934800
22-Apr-16,4920.00,4935.00,4880.00,4895.00,39196900
21-Apr-16,4905.00,4965.00,4905.00,4930.00,40488800
20-Apr-16,4900.00,4940.00,4890.00,4910.00,57421000
19-Apr-16,5000.00,5050.00,4880.00,4915.00,47169700
18-Apr-16,4800.00,5025.00,4800.00,5025.00,40993700
15-Apr-16,5075.00,5075.00,4825.00,4840.00,53545000
14-Apr-16,5100.00,5100.00,5025.00,5025.00,15622300
13-Apr-16,5150.00,5200.00,5025.00,5050.00,28906300
12-Apr-16,5100.00,5175.00,5050.00,5100.00,23049200
11-Apr-16,5225.00,5275.00,5025.00,5075.00,26048600
8-Apr-16,5275.00,5275.00,5150.00,5200.00,23818600
7-Apr-16,5275.00,5300.00,5250.00,5275.00,35758600
6-Apr-16,5225.00,5275.00,5200.00,5200.00,16332700
5-Apr-16,5125.00,5275.00,5100.00,5200.00,32551600
4-Apr-16,5125.00,5150.00,5075.00,5125.00,14505200
1-Apr-16,5100.00,5150.00,5050.00,5100.00,19396700
31-Mar-16,5200.00,5225.00,5150.00,5200.00,27788000
30-Mar-16,5100.00,5175.00,5075.00,5175.00,24917400
29-Mar-16,5075.00,5125.00,5000.00,5050.00,13966600
28-Mar-16,5100.00,5150.00,5075.00,5100.00,8741500
24-Mar-16,5300.00,5300.00,5125.00,5150.00,20897600
23-Mar-16,5425.00,5425.00,5250.00,5300.00,22577000
22-Mar-16,5400.00,5425.00,5350.00,5375.00,30532900
21-Mar-16,5400.00,5450.00,5350.00,5375.00,21800800
18-Mar-16,5300.00,5400.00,5275.00,5375.00,34656600
17-Mar-16,5400.00,5425.00,5375.00,5375.00,46278100
16-Mar-16,5400.00,5400.00,5325.00,5350.00,29000200
15-Mar-16,5375.00,5375.00,5300.00,5350.00,16129500
14-Mar-16,5425.00,5425.00,5300.00,5325.00,24801800
11-Mar-16,5225.00,5375.00,5200.00,5350.00,30395500
10-Mar-16,5250.00,5275.00,5175.00,5250.00,23571700
8-Mar-16,5325.00,5350.00,5175.00,5275.00,26220200
7-Mar-16,5300.00,5375.00,5275.00,5300.00,34765700
4-Mar-16,5175.00,5300.00,5175.00,5275.00,36420500
3-Mar-16,5050.00,5200.00,5050.00,5150.00,47901900
2-Mar-16,5025.00,5075.00,4990.00,5000.00,38139500
1-Mar-16,5075.00,5100.00,4965.00,4990.00,34580400
29-Feb-16,5050.00,5075.00,5000.00,5075.00,25256800
26-Feb-16,5050.00,5075.00,5000.00,5025.00,27101900
25-Feb-16,5100.00,5125.00,4980.00,5000.00,19020200
24-Feb-16,4970.00,5125.00,4965.00,5125.00,32579200
23-Feb-16,5025.00,5050.00,4880.00,4955.00,48324900
22-Feb-16,5125.00,5150.00,4985.00,5000.00,54925700
19-Feb-16,5150.00,5250.00,5100.00,5100.00,119551900
18-Feb-16,5550.00,5675.00,5450.00,5450.00,52620500
17-Feb-16,5425.00,5550.00,5400.00,5475.00,31709600
16-Feb-16,5375.00,5475.00,5325.00,5400.00,14706200
15-Feb-16,5375.00,5425.00,5350.00,5400.00,24619800
12-Feb-16,5350.00,5500.00,5275.00,5275.00,25989000
11-Feb-16,5300.00,5500.00,5300.00,5400.00,55328900
10-Feb-16,5250.00,5375.00,5250.00,5325.00,17263000
9-Feb-16,5225.00,5425.00,5200.00,5300.00,56088700
5-Feb-16,4960.00,5325.00,4955.00,5275.00,113305100
4-Feb-16,4905.00,4955.00,4890.00,4950.00,33352200
3-Feb-16,4845.00,4880.00,4840.00,4870.00,33171500
2-Feb-16,4880.00,4925.00,4875.00,4890.00,16567900
1-Feb-16,4950.00,4955.00,4835.00,4880.00,38571400
29-Jan-16,4960.00,4980.00,4875.00,4910.00,50066800
28-Jan-16,4950.00,4965.00,4905.00,4960.00,22210200
27-Jan-16,4960.00,4985.00,4915.00,4950.00,17876800
26-Jan-16,4980.00,5025.00,4905.00,4930.00,26390100
25-Jan-16,5050.00,5150.00,5000.00,5025.00,42397600
22-Jan-16,4925.00,5025.00,4920.00,5000.00,35582700
21-Jan-16,4875.00,4925.00,4865.00,4870.00,17101900
20-Jan-16,4940.00,4945.00,4850.00,4850.00,33404700
19-Jan-16,4920.00,4960.00,4910.00,4960.00,9841000
18-Jan-16,4930.00,4970.00,4915.00,4920.00,23961300
15-Jan-16,5050.00,5075.00,4975.00,4975.00,18453700
14-Jan-16,4930.00,5050.00,4885.00,5025.00,46652800
13-Jan-16,4990.00,5025.00,4945.00,4985.00,25416000
12-Jan-16,4975.00,5000.00,4920.00,4920.00,21758500
11-Jan-16,4975.00,4975.00,4925.00,4935.00,21524500
8-Jan-16,5000.00,5050.00,4975.00,5000.00,24349200
7-Jan-16,5000.00,5075.00,4985.00,4985.00,18649900
6-Jan-16,4960.00,5200.00,4935.00,5050.00,36383200
5-Jan-16,4890.00,4975.00,4890.00,4950.00,26464400
4-Jan-16,4990.00,5025.00,4885.00,4890.00,13664000
30-Dec-15,5000.00,5050.00,4985.00,4990.00,19955800
29-Dec-15,5000.00,5025.00,4975.00,4990.00,5899100
28-Dec-15,4935.00,5025.00,4880.00,5000.00,12873400
23-Dec-15,4950.00,4950.00,4865.00,4880.00,10192100
22-Dec-15,4870.00,4930.00,4865.00,4905.00,12196500
21-Dec-15,4930.00,4995.00,4825.00,4855.00,25440700
18-Dec-15,5025.00,5025.00,4955.00,4960.00,20905400
17-Dec-15,5100.00,5150.00,5050.00,5050.00,32566400
16-Dec-15,4875.00,5000.00,4820.00,5000.00,28257300
15-Dec-15,4800.00,4810.00,4780.00,4790.00,24779100
14-Dec-15,4850.00,4870.00,4780.00,4800.00,24874600
11-Dec-15,5000.00,5025.00,4930.00,4930.00,20664200
10-Dec-15,4925.00,5000.00,4920.00,5000.00,28895600
8-Dec-15,4985.00,5050.00,4960.00,4995.00,17619600
7-Dec-15,5000.00,5025.00,4985.00,5000.00,14915300
4-Dec-15,4930.00,4980.00,4910.00,4955.00,30521300
3-Dec-15,4955.00,5000.00,4940.00,4990.00,21095100
2-Dec-15,5000.00,5000.00,4955.00,4985.00,25252700
1-Dec-15,4855.00,4990.00,4855.00,4970.00,42401300
30-Nov-15,5000.00,5025.00,4770.00,4770.00,62898800
27-Nov-15,5175.00,5175.00,4980.00,4980.00,12990400
26-Nov-15,5200.00,5225.00,5100.00,5125.00,15798800
25-Nov-15,5125.00,5200.00,5125.00,5175.00,31535300
24-Nov-15,5100.00,5200.00,5100.00,5150.00,13136000
23-Nov-15,5250.00,5250.00,5150.00,5200.00,12165300
20-Nov-15,5050.00,5250.00,5050.00,5200.00,16605800
19-Nov-15,5100.00,5225.00,5075.00,5200.00,27576900
18-Nov-15,5025.00,5075.00,4930.00,5025.00,19084300
17-Nov-15,4865.00,5025.00,4860.00,5000.00,16787300
16-Nov-15,4780.00,4865.00,4760.00,4820.00,12009700
13-Nov-15,4945.00,4965.00,4805.00,4840.00,24413000
12-Nov-15,4810.00,4985.00,4805.00,4960.00,19140400
11-Nov-15,4850.00,4850.00,4800.00,4800.00,12121800
10-Nov-15,4780.00,4920.00,4760.00,4830.00,15329100
9-Nov-15,4865.00,4915.00,4785.00,4875.00,17430400
6-Nov-15,4980.00,5025.00,4815.00,4815.00,11938300
5-Nov-15,4990.00,5025.00,4915.00,4945.00,13630700
4-Nov-15,5025.00,5100.00,4995.00,5000.00,19252300
3-Nov-15,4900.00,5050.00,4885.00,4950.00,34763100
2-Nov-15,4740.00,4815.00,4650.00,4815.00,15138700
30-Oct-15,4780.00,4835.00,4700.00,4755.00,37727900
29-Oct-15,5000.00,5000.00,4795.00,4815.00,42055500
28-Oct-15,5100.00,5125.00,5000.00,5025.00,37552900
27-Oct-15,5200.00,5225.00,5100.00,5175.00,14812800
26-Oct-15,5325.00,5350.00,5250.00,5300.00,18350900
23-Oct-15,5325.00,5375.00,5200.00,5275.00,27043500
22-Oct-15,5250.00,5275.00,5175.00,5225.00,16942200
21-Oct-15,5250.00,5300.00,5175.00,5225.00,17601700
20-Oct-15,5075.00,5250.00,5075.00,5200.00,20259300
19-Oct-15,5150.00,5200.00,5075.00,5125.00,18223100
16-Oct-15,5125.00,5150.00,5050.00,5100.00,21681200
15-Oct-15,4935.00,5100.00,4935.00,5025.00,30347000
13-Oct-15,5050.00,5050.00,4810.00,4835.00,36136500
12-Oct-15,5075.00,5125.00,5000.00,5025.00,29430400
9-Oct-15,4950.00,5075.00,4945.00,5025.00,42557400
8-Oct-15,4700.00,4890.00,4695.00,4830.00,65112100
7-Oct-15,4620.00,4700.00,4525.00,4700.00,32349000
6-Oct-15,4470.00,4700.00,4450.00,4535.00,62612400
5-Oct-15,4170.00,4430.00,4170.00,4400.00,58006200
2-Oct-15,4155.00,4180.00,4075.00,4145.00,23335400
1-Oct-15,4170.00,4205.00,4120.00,4195.00,27130000
30-Sep-15,4125.00,4155.00,4070.00,4135.00,31742700
29-Sep-15,3825.00,4080.00,3800.00,4070.00,24800100
28-Sep-15,4090.00,4095.00,3935.00,3940.00,25009500
25-Sep-15,4220.00,4220.00,4085.00,4110.00,49354100
23-Sep-15,4290.00,4290.00,4190.00,4280.00,22366100
22-Sep-15,4335.00,4390.00,4275.00,4300.00,25047600
21-Sep-15,4220.00,4330.00,4200.00,4330.00,17352600
18-Sep-15,4400.00,4470.00,4285.00,4285.00,82989000
17-Sep-15,4290.00,4390.00,4165.00,4350.00,117300000
16-Sep-15,4375.00,4395.00,4310.00,4315.00,38287800
15-Sep-15,4350.00,4400.00,4320.00,4360.00,39168700
14-Sep-15,4370.00,4450.00,4370.00,4450.00,14552300
11-Sep-15,4450.00,4510.00,4400.00,4405.00,33451900
10-Sep-15,4570.00,4570.00,4410.00,4485.00,35363400
9-Sep-15,4775.00,4800.00,4665.00,4665.00,43481500
8-Sep-15,4390.00,4725.00,4390.00,4715.00,21117500
7-Sep-15,4590.00,4590.00,4490.00,4490.00,13575000
4-Sep-15,4680.00,4680.00,4575.00,4600.00,19046700
3-Sep-15,4715.00,4745.00,4650.00,4685.00,26170800
2-Sep-15,4690.00,4810.00,4650.00,4700.00,40272400
1-Sep-15,4875.00,4890.00,4760.00,4760.00,26319800
31-Aug-15,4925.00,5050.00,4910.00,4950.00,30593600
28-Aug-15,5100.00,5250.00,5000.00,5000.00,54121500
27-Aug-15,4650.00,5000.00,4650.00,4955.00,72015200
26-Aug-15,4300.00,4515.00,4290.00,4505.00,54033700
25-Aug-15,4300.00,4425.00,4275.00,4350.00,54743500
24-Aug-15,4150.00,4180.00,4070.00,4125.00,40953900
21-Aug-15,4325.00,4355.00,4255.00,4300.00,40343700
20-Aug-15,4420.00,4460.00,4335.00,4420.00,31303300
19-Aug-15,4340.00,4470.00,4310.00,4420.00,26401200
18-Aug-15,4550.00,4565.00,4340.00,4340.00,58226500
14-Aug-15,4650.00,4655.00,4500.00,4575.00,38569400
13-Aug-15,4540.00,4730.00,4540.00,4630.00,43286500
12-Aug-15,4580.00,4585.00,4455.00,4510.00,41726500
11-Aug-15,4905.00,4940.00,4600.00,4665.00,43151800
10-Aug-15,4945.00,4950.00,4855.00,4890.00,29135700
7-Aug-15,5100.00,5125.00,4990.00,5000.00,26842800
6-Aug-15,5150.00,5250.00,5150.00,5175.00,55025800
5-Aug-15,4800.00,5125.00,4795.00,5100.00,40163300
4-Aug-15,4815.00,4835.00,4785.00,4795.00,25973900
3-Aug-15,4760.00,4845.00,4710.00,4815.00,30319000
31-Jul-15,4460.00,4790.00,4450.00,4760.00,51987600
30-Jul-15,4695.00,4710.00,4450.00,4480.00,86780500
29-Jul-15,4800.00,4830.00,4620.00,4640.00,39708800
28-Jul-15,4800.00,4830.00,4735.00,4745.00,30220500
27-Jul-15,5000.00,5050.00,4800.00,4850.00,41513500
24-Jul-15,5075.00,5100.00,4985.00,5000.00,45801800
